Landing Page,Dark Traffic Status
https://www.lazada.co.id/catalog/?spm=a2o4j.home.popular.5.41634ceehnCGss&q=Lipstik%20Wardah&abtest=&item_id=7939956&pos=5&abbucket=&clickTrackInfo=staticRankScore%5E0.0761577120976427___pvid%5Eb50bb825-ff94-4f0d-8210-fba432dfa1d6___trendId%5E80946e64516e48566f3b02bd8df6da50___nids%5E7939956&up_id=7939956&from=hp_mostpopular&acm=icms-zebra-5000383-2586213.1003.1.2262784&scm=1007.17092.106325.0&version=v2&aldid=ifXhVu2R,0
https://www.lazada.co.id/catalog/?spm=a2o4j.home.popular.9.41634ceehnCGss&q=Celana%20Kulot&abtest=&item_id=195513415&pos=9&abbucket=&clickTrackInfo=staticRankScore%5E0.0749192293885366___pvid%5Eb50bb825-ff94-4f0d-8210-fba432dfa1d6___trendId%5E20d986496983d0b4fff99aa453e555de___nids%5E195513415&up_id=195513415&from=hp_mostpopular&acm=icms-zebra-5000383-2586213.1003.1.2262784&scm=1007.17092.106325.0&version=v2&aldid=ifXhVu2R,0
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.7.41634ceehnCGss&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=6&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3b321ef4-71e5-48db-9cf5-2bbf70b04dcc_0_null_id_15127_5%3A0_163522953_9_0.5466043001218455_-100__1_126288785_9_0.0_-100__2_160024122_9_0.0_-100&themeID=15127&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=15127_163522953%3A11401%3A3509%3A5019-126288785%3A11399%3A3509%3A28980-160024122%3A11407%3A3509%3A1348&scm=1007.17383.112843.100200300000000&aldid=IlblXy9P,1
https://shopee.co.id/,0
https://shopee.co.id/Komputer-Aksesoris-cat.134,0
https://shopee.co.id/Pakaian-Pria-cat.33,0
https://shopee.co.id/Pakaian-Wanita-cat.32,0
https://shopee.co.id/Handphone-Aksesoris-cat.40,0
https://shopee.co.id/Kecantikan-cat.14840,0
https://shopee.co.id/Perlengkapan-Rumah-cat.46,0
https://shopee.co.id/Fashion-Bayi-Anak-cat.14535,0
https://shopee.co.id/Ibu-Bayi-cat.45,0
https://shopee.co.id/Sepatu-Pria-cat.35,0
https://shopee.co.id/Sepatu-Wanita-cat.34,0
https://shopee.co.id/Tas-Pria-cat.10217,0
https://shopee.co.id/Tas-Wanita-cat.36,0
https://shopee.co.id/Jam-Tangan-cat.37,0
https://shopee.co.id/Fashion-Muslim-cat.43,0
https://shopee.co.id/Elektronik-cat.121,0
https://shopee.co.id/Aksesoris-Fashion-cat.38,0
https://shopee.co.id/Kesehatan-cat.14780,0
https://shopee.co.id/Hobi-Koleksi-cat.42,0
https://shopee.co.id/Fotografi-cat.154,0
https://shopee.co.id/Makanan-Minuman-cat.157,0
https://shopee.co.id/flash_sale?fromItem=2391690157&promotionId=2000022699,1
https://shopee.co.id/flash_sale?fromItem=1628317275&promotionId=2000022699,1
https://shopee.co.id/flash_sale?fromItem=1117848588&promotionId=2000022699,1
https://shopee.co.id/flash_sale?fromItem=34034113&promotionId=2000022699,1
https://shopee.co.id/flash_sale?fromItem=511984783&promotionId=2000022699,1
https://shopee.co.id/flash_sale?fromItem=515465120&promotionId=2000022699,1
https://shopee.co.id/flash_sale?promotionId=2000022699,1
https://shopee.co.id/Cardigan-Anak-Perempuan-Rajut-Halus-CHLOE-CARDY-KIDS-i.37084147.2436227988,1
https://shopee.co.id/Woof-Pack-Tas-Selempang-Pria-Polyester-Tpouch-ES-3.0-TXWTPES31-i.18233744.1894018036,1
https://shopee.co.id/Mete-mentah-fress-i.4976433.1939501696,1
https://shopee.co.id/PROMO-GAMIS-POLOS-MURAH!-Baju-Gamis-Wanita-Gamis-Jumbo-Polos-L-XXXL-9621-9622-i.17392588.871322505,1
https://shopee.co.id/Case-HP-Xiaomi-MI-6-6X-A2-8-8SE-8-Lite-Redmi-5-Plus-6-6-Pro-Note-5-5-Pro-6-7-Soft-Exopy-Phone-Casing-i.106966616.1974093594,1
https://shopee.co.id/BROS-DAGU-JUNTAI-CABE-i.19090745.1618111242,1
https://shopee.co.id/Handle-Joystick-Holder-Tombol-Bidik-Trigger-Tembak-L1R1-2in1-untuk-PUBG-KnivesOut-iPad-i.73471713.1494176907,1
https://shopee.co.id/GOV-OPPO-A3s-A83-F1s-F1-F3-Plus-F5-F7-Realme-C1-2-F9-F11-Pro-Soft-Orange-Lemon-Case-i.106028376.1684081227,1
https://shopee.co.id/Micro-SD-V-gen-64GB-Turbo-Series-MicroSD-Vgen-64-GB-Class-10-V-gen-i.1058966.2010001852,1
https://shopee.co.id/FATA_Modern-Sprei-seprei-minimalis-terbaru-uk.180x200-160x200-i.19591392.846826998,1
https://shopee.co.id/Sandisk-Flashdisk-Ultra-USB-3.0-CZ48-16GB-i.14450662.134224980,1
https://shopee.co.id/Korea-Cocoa-Jewelry-Cherry-Blossom-Anting-Purple-Color-i.17436333.1620257903,1
https://shopee.co.id/-shimei-Botol-Dispenser-Saus-Minyak-Cuka-untuk-Dapur-i.30751101.1567418972,1
https://shopee.co.id/topi-polo-baseball-caps-cap-cups-karakter-dorrr-i.31966071.761059420,1
https://shopee.co.id/BONUS!!-sugoi-id-Baby-Car-Seat-Portable-Premium-Quality-i.3824053.397288119,1
https://shopee.co.id/-Wholesale-Acc-KB79238-Gelang-Korea-Snowflake-Gold-(4pcs)-i.12613138.1526700104,1
https://shopee.co.id/Kacamata-Motif-Kayu-Unisex-Sunglass-Glasses-356-359-i.15097105.1567152356,1
https://shopee.co.id/Jepit-Korea-Mutiara-Model-Bentuk-Jepitan-Rambut-Korean-Pearl-Hairpin-i.2034055.2259355150,1
https://shopee.co.id/1-Lusin-Popok-Kain-Bayi-Handuk-Baru-Lahir-i.1680979.46403741,1
https://shopee.co.id/SKMEI-Jam-Tangan-JELLY-Analog-9068C-i.293988.300370948,1
https://shopee.co.id/Moel-Rizette-Plus-Whitening-Cream-2nd-Gen-50-Gram-i.10651973.72128196,1
https://shopee.co.id/-COD-lady-Punk-Rock-Leaf-Rumbai-Menjuntai-Ear-Cuff-Bungkus-Earrings-Ear-Clip-i.58667827.1086244456,1
https://shopee.co.id/LIKE-SP-058-Woman-Sport-Shoes-Comfy-Sepatu-olahraga-wanita-import-Casual-look-i.17980712.2473006214,1
https://shopee.co.id/Atasan-Wanita-Cants-i.76071498.2539742977,1
https://shopee.co.id/Topi-Keramas-Anak-Bayi-Pelindung-Mata-Kids-Shower-Cap-i.26896492.1867722865,1
https://shopee.co.id/Fasahaya-Hiasan-Dinding-Poster-Kayu-Leaf-Dekorasi-Rumah-15x30-LF39-i.5326255.1611742475,1
https://shopee.co.id/Bayar-Di-Tempat-DDFI-Anting-Tusuk-Bentuk-Bulat-Lapis-Gaya-Korea-E1C01-i.21736048.955930245,1
https://shopee.co.id/Lilin-Aromaterapi-Pembersih-Telinga-(Ear-Candle)-Ujung-Polos-i.3205131.1824784203,1
https://shopee.co.id/-MeyFah-Sepatu-Heels-Wanita-'Luna'-Sintetis.-Classic-Executive-shoes-Pink-i.34897013.1896288263,1
https://shopee.co.id/OmBotak-Jas-Hujan-Jaket-Celana-Pop-Polkadot-810-Plevia-Stelan-Raincoat-Murah-i.1324966.88430972,1
https://shopee.co.id/KAMERA-MUNDUR-4-LED-CCD-HD-REAR-CAMERA-4-TITIK-LED-KUALITAS-TINGGI-i.15089859.1388429067,1
https://shopee.co.id/Seblak-paket-5pcs-i.17549184.1864460159,1
https://shopee.co.id/SHORT-PANT-STRIP-CELANA-ANAK-DELOVYA-i.1902863.53875443,1
https://shopee.co.id/DT.Shop.Medan-SPEEDY-CHOPPER-Murah-Alat-Pencacah-Bawang-Sayur-Blender-Tangan-Manual-Cutter-Choper-i.531553.1324062563,1
https://shopee.co.id/MUKENA-ANAK-TRAVELING-UMRAH-SD-SMP-10-14-TAHUN-KATUN-RAYON-PREMIUM-ADEM-JOLY-ABU-PINK-HITAM-PUTIH-i.17083920.1582933062,1
https://shopee.co.id/400gram-Stik-Pang-Pang-Pedas-Stick-pangpang-Stix-Termurah-Jakarta-i.1183028.1976748967,1
https://shopee.co.id/%E3%80%90COD%E3%80%91JBS-New-York-Kuas-Fan-Make-Up-Brush-Blush-On-Foundation-Wajah-Bentuk-Kipas-Highlight-Besar-K082-i.3169646.1470438865,1
https://shopee.co.id/Setelan-Pendek-Bayi-Murah-i.11199293.981674438,1
https://shopee.co.id/LUKASI-SPONS-BEDAK-SPONGE-MAKE-UP-i.4226907.2431264120,1
https://shopee.co.id/-Bayar-Di-Tempat-SACE-LADY-Highlighter-Powder-Palette-Smooth-Shimer-Face-Korean-BeautyCosmetic-NOVO-i.51700279.1814248141,1
https://shopee.co.id/Benetton-Cold-for-Men-EDT-100ml-Original-i.11754510.1811412349,1
https://shopee.co.id/Isabel-Adelia-AGNES-Sneakers-Wanita-i.5351570.2392175720,1
https://shopee.co.id/m/toko-min-blj-rp0?smtt=210.33593,0
https://shopee.co.id/m/bayar-di-tempat-101?smtt=210.27223,0
https://shopee.co.id/m/shopee-grosir-283?smtt=210.30579,0
https://shopee.co.id/m/mart?smtt=210.31893,0
https://shopee.co.id/m/elektronik-center?smtt=210.27212,0
https://shopee.co.id/m/men-sale-headset-day-608?smtt=210.34464,0
https://shopee.co.id/koin-shopee/?smtt=210.27225,0
https://shopee.co.id/m/cashback-voucher-508?smtt=210.34595,0
https://shopee.co.id/campaigns/?smtt=210.27230,0
https://shopee.co.id/search?keyword=sepatu%20futsal,0
https://shopee.co.id/search?keyword=anting%20fashion,0
https://shopee.co.id/search?keyword=zenfone%20max%20pro,0
https://shopee.co.id/search?keyword=gelang%20emas,0
https://shopee.co.id/search?keyword=apple%20gb,0
https://shopee.co.id/search?keyword=skin%20centella,0
https://shopee.co.id/search?keyword=tas%20slempang,0
https://shopee.co.id/search?keyword=sepatu%20wanita,0
https://shopee.co.id/m/super-brand-day?smtt=208.36297,1
https://shopee.co.id/search?keyword=kacamata%20fashion,0
https://shopee.co.id/search?keyword=totebag%20aesthetic,0
https://pages.lazada.co.id/wow/i/id/IDCampaign/gratis-ongkos-kirim?spm=a2o4j.home.0.0.41634ceezbwtXU&hybrid=1&scm=1003.4.icms-zebra-5000383-2586260.OTHER_5944976115_4309856,1
https://www.lazada.co.id/shop/laneige-official-store/?spm=a2o4j.home.top.dbr4.41634ceezbwtXU&scm=1003.4.icms-zebra-5000383-2587049.OTHER_5953969269_4420380,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.3.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=2&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_184506_1%3A0_511806143_0_3.0889664249088375_-100__1_519516046_0_3.0479881872010566_-100__2_488788344_0_3.0436109926023716_-100&themeID=184506&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=184506_511806143%3A6944%3A2994%3A28-519516046%3A15615%3A2994%3A28-488788344%3A7726%3A2994%3A28&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.2.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=1&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_173112_0%3A0_507826240_0_3.111644141062071_-100__1_434776802_0_3.053205410974893_-100__2_494012545_0_3.009596529837227_-100&themeID=173112&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=173112_507826240%3A7776%3A2994%3A3388-434776802%3A7778%3A2994%3A5665-494012545%3A7774%3A2994%3A3388&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.6.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=5&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_10000601007983_4%3A0_573378053_0_3.600206799137106_-100__1_651176_4_0.0_-100__2_580540914_4_0.0_-100&themeID=10000601007983&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=10000601007983_573378053%3A18202%3A10100869%3A97933-651176%3A6334%3A10100869%3A6883-580540914%3A18200%3A10100869%3A4484&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.7.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=6&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_34161_5%3A0_159993938_9_0.892602419456408_-100__1_160024214_9_0.0_-100__2_159993959_9_0.0_-100&themeID=34161&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=34161_159993938%3A3548%3A3509%3A1348-160024214%3A3544%3A3509%3A50382-159993959%3A3547%3A3509%3A1348&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.4.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=3&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_46744_2%3A0_151838054_0_3.072_-100__1_494614488_0_3.007_-100__2_151831464_0_3.0_-100&themeID=46744&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=46744_151838054%3A18371%3A10100539%3A29093-494614488%3A18377%3A10100539%3A4484-151831464%3A18377%3A10100539%3A29093&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.8.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=7&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_33794_6%3A0_171151555_9_0.6800312688542988_-100__1_12024908_9_0.0_-100__2_174203826_9_0.0_-100&themeID=33794&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=33794_171151555%3A13415%3A13386%3A176679-12024908%3A13420%3A13386%3A37489-174203826%3A13411%3A13386%3A6775&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.5.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=4&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_28733_3%3A0_450166536_0_3.051_-100__1_420331022_0_3.003_-100__2_121968389_4_0.0_-100&themeID=28733&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=28733_450166536%3A10100542%3A10100539%3A9525-420331022%3A18399%3A10100539%3A9525-121968389%3A10003385%3A10100539%3A6572&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://pages.lazada.co.id/wow/i/id/LandingPage/lp-collection-detail-new?spm=a2o4j.home.collections.9.41634ceezbwtXU&wh_weex=true&wx_navbar_transparent=true&abtest=&pos=8&abbucket=&clickTrackInfo=1007.17383.112843.100200300000000_3efe8223-3075-4f4c-9fdd-acf9fdd536ce_0_null_id_64650_7%3A0_121509487_9_0.6822622559044912_-100__1_131820887_9_0.0_-100__2_112571277_9_0.0_-100&themeID=64650&acm=icms-zebra-5000383-2586215.1003.1.2262785&algArgs=64650_121509487%3A3562%3A10100387%3A13651-131820887%3A12022%3A11949%3A14054-112571277%3A16894%3A2994%3A105754&scm=1007.17383.112843.100200300000000&aldid=obs1cphf,1
https://activity.alibaba.com/sale/d860951b.html?spm=a2700.8293689.201702.6.2ce265aaUm0bOh&refid=1294&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_7,1
https://activity.alibaba.com/sale/TW/HK-competitive.html?spm=a2700.8293689.201702.1.2ce265aaUm0bOh&refid=1284&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_1,1
https://activity.alibaba.com/sale/machinerysuppliers_P4P.html?spm=a2700.8293689.201702.2.2ce265aatbKJUi&refid=1257&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_2,1
https://activity.alibaba.com/sale/beauty_products.html?spm=a2700.8293689.201702.3.2ce265aatbKJUi&refid=1290&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_4,1
https://www.alibaba.com/weeklydeals?spm=a2700.8293689.201702.4.2ce265aatbKJUi&refid=1292&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_5,1
https://activity.alibaba.com/sale/5936630b.html?spm=a2700.8293689.201702.5.2ce265aatbKJUi&refid=1289&tracelog=20190806_ICBU_HOME_MAIN_BANNER_2018_SLIDER_6,1
https://activity.alibaba.com/sale/eCommerceOneStop.html?spm=a2700.8293689.buyerhub.1.2ce265aatbKJUi&tracelog=fromhomepage&tracelog=20190806_ICBU_PC_THEME_ECOMMERCE_BUYER_HUB_ICBU_PC_THEME_ECOMMERCE_BUYER_HUB_BANNER_T,1
https://www.alibaba.com/brandzone?spm=a2700.8293689.brandzone.1.2ce265aatbKJUi&tracelog=20190806_ICBU_PC_THEME_BRAND_ZONE_ICBU_PC_THEME_BRAND_ZONE_BANNER_T,1
https://www.alibaba.com/weeklydeals?spm=a2700.8293689.weeklydeals.2.2ce265aatbKJUi&tracelog=20190806_ICBU_PC_THEME_WEEKLY_DEALS_DYNAMIC__Q&deliveryId=122001_90297211_STOCK_16_87251577&topOfferIds=62029879904,1
https://www.alibaba.com/weeklydeals?spm=a2700.8293689.weeklydeals.4.2ce265aatbKJUi&tracelog=20190806_ICBU_PC_THEME_WEEKLY_DEALS_DYNAMIC__Q&deliveryId=122001_90297211_STOCK_16_87251577&topOfferIds=60810611708,1
https://www.alibaba.com/Pet-Products_p205816801?spm=a2700.8293689.scGlobalHomeHeader.143.2ce265aatbKJUi,0
https://www.alibaba.com/catalog/pet-beds-accessories_cid100006209?spm=a2700.8293689.scGlobalHomeHeader.144.2ce265aatbKJUi,0
https://www.alibaba.com/catalog/pet-bowls-feeders_cid100006210?spm=a272h.12701784.channel_image_category.1.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-toys_cid100006217?spm=a272h.12701784.channel_image_category.2.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-cleaning-grooming-products_cid100006213?spm=a272h.12701784.channel_image_category.3.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-collars-leashes_cid100006214?spm=a272h.12701784.channel_image_category.5.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-travel-outdoors_cid100006219?spm=a272h.12701784.channel_image_category.6.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-cages-carriers-houses_cid100006211?spm=a272h.12701784.channel_image_category.7.44d4233d1ftdCe,0
https://www.alibaba.com/catalog/pet-training-products_cid100006218?spm=a272h.12701784.channel_image_category.8.44d4233d1ftdCe,0
https://www.alibaba.com/product-detail/JOVISA-Eyelash-Extension-Flash-Lash-Cleanser_50045509056.html?spm=a2700.galleryofferlist.normalList.2.53533db14QNf1F&s=p,1
https://www.alibaba.com/product-detail/Double-Sided-Magnification-Hand-Held-Makeup_62184487658.html?spm=a2700.galleryofferlist.normalList.14.53533db14QNf1F&s=p,1
https://www.alibaba.com/product-detail/Okey-la-Fashion-design-Compact-portable_62108052648.html?spm=a2700.galleryofferlist.normalList.22.53533db14QNf1F&s=p,1
https://www.alibaba.com/product-detail/K-S-WIGS-15-Style-Wholesale_62199093702.html?spm=a2700.galleryofferlist.normalList.30.53533db14QNf1F&s=p,1
https://www.alibaba.com/product-detail/Wall-Mounted-Shaving-Magnifying-Chrome-Decor_62054287347.html?spm=a2700.galleryofferlist.normalList.40.53533db14QNf1F&s=p,1
https://www.alibaba.com/product-detail/Private-Label-Makeup-Brush-Cleaner-Soap_60841538257.html?spm=a2700.galleryofferlist.normalList.50.53533db14QNf1F,1
https://www.alibaba.com/product-detail/private-label-lash-adhesive-strip-eyelash_60812393243.html?spm=a2700.galleryofferlist.normalList.63.53533db14QNf1F,1
https://www.alibaba.com/product-detail/2019-New-Arrival-25MM-Private-Label_62011862653.html?spm=a2700.galleryofferlist.normalList.76.53533db14QNf1F,1
https://www.alibaba.com/product-detail/Top-grade-hot-selling-natural-harmless_60683081467.html?spm=a2700.galleryofferlist.normalList.89.53533db14QNf1F,1
https://www.alibaba.com/product-detail/3d-lash-glue-for-strip-lashes_60866039290.html?spm=a2700.galleryofferlist.normalList.102.53533db14QNf1F,1
https://www.alibaba.com/product-detail/new-arrival-8pcs-women-mermaid-makeup_60689988574.html?spm=a2700.galleryofferlist.normalList.115.53533db14QNf1F,1
https://tradeassurance.alibaba.com/?spm=a2700.8293689.201712.1.4a6665aaUi8D9k&tracelog=nhp_btm_service_ta,1
https://paylater.alibaba.com/t/service?spm=a2700.8293689.201712.3.4a6665aaUi8D9k&tracelog=nhp_btm_service_sp,1
https://inspection.alibaba.com/?spm=a2700.8293689.201712.5.4a6665aaUi8D9k&tracelog=nhp_btm_service_is,1
https://activity.alibaba.com/onetouch/afef59df.html?spm=a2700.8293689.201712.7.4a6665aaUi8D9k&tracelog=homepagebottombanner,1
https://usa.alibaba.com/?spm=a2700.8293689.201711.3.4a6665aaUi8D9k&tracelog=homepage_country_us_0302,0
https://india.alibaba.com/?spm=a2700.8293689.201711.2.4a6665aaUi8D9k&tracelog=homepage_country_in_0302,0
https://turkey.alibaba.com/?spm=a2700.8293689.201711.4.4a6665aaUi8D9k&tracelog=homepage_country_tr_0302,0
https://thailand.alibaba.com/?spm=a2700.8293689.201711.5.4a6665aaUi8D9k&tracelog=homepage_country_th_0302,0
https://malaysia.alibaba.com/?spm=a2700.8293689.201711.6.4a6665aaUi8D9k&tracelog=homepage_country_my_0302,0
https://vietnam.alibaba.com/?spm=a2700.8293689.201711.7.4a6665aaUi8D9k&tracelog=homepage_country_vm_0302,0
https://selection.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.380.56721462pzDPVG&tracelog=hd_sol__selection,1
https://seller.alibaba.com/api/channel/nation/landingpage.htm?spm=a271j.11912869.scGlobalHomeHeader.381.56721462pzDPVG&tracelog=hd_sol_sup_reg,1
https://www.alibaba.com/retailer/home.htm?spm=a271j.11912869.scGlobalHomeHeader.382.56721462pzDPVG&tracelog=hd_online_r_market,1
https://rfq.alibaba.com/rfq/post.htm?spm=a271j.11912869.scGlobalHomeHeader.383.56721462pzDPVG&tracelog=hd_sol_alis_form,1
https://rfq.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.384.56721462pzDPVG&tracelog=hd_sol_alis_quote,1
https://activity.alibaba.com/rfq/one_click_sourcing_tool.html?spm=a271j.11912869.scGlobalHomeHeader.385.56721462pzDPVG&tracelog=hd_sol_alis_tool,1
https://source.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.386.56721462pzDPVG&tracelog=hd_source_now,1
https://tradeassurance.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.391.56721462pzDPVG&tracelog=hd_serv_ta,1
https://inspection.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.392.56721462pzDPVG&tracelog=hd_serv_inspection,1
https://activity.alibaba.com/onetouch/afef59df.html?spm=a271j.11912869.scGlobalHomeHeader.393.56721462pzDPVG&tracelog=hd_serv_logistic,1
https://paylater.alibaba.com/t/service?spm=a271j.11912869.scGlobalHomeHeader.394.56721462pzDPVG&tracelog=hd_paylater,1
https://buyer.alibaba.com/bizid_buyer?spm=a271j.11912869.scGlobalHomeHeader.395.56721462pzDPVG&tracelog=hd_memb_bi,1
https://seller.alibaba.com/?spm=a271j.11912869.scGlobalHomeHeader.396.56721462pzDPVG&tracelog=hd_memb_gs,1
https://maixin-china.en.alibaba.com/?spm=a271j.11912869.jtbpo806.29.56721462pzDPVG,1
https://www.alibaba.com/catalogs/products/CID23190202?spm=a272h.12388697.jodz1x7t.2.6723188dDuCGhk&viewtype=G,0
https://www.alibaba.com/catalogs/products/CID23190201?spm=a272h.12388697.jodz1x7t.1.6723188dDuCGhk&viewtype=G,0
https://www.alibaba.com/catalogs/products/CID23190204?spm=a272h.12388697.jodz1x7t.3.6723188dDuCGhk&viewtype=G,0
https://www.alibaba.com/catalogs/products/CID23190207?spm=a272h.12388697.jodz1x7t.5.6723188dDuCGhk&viewtype=G,0
https://www.alibaba.com/catalogs/products/CID23190208?spm=a272h.12388697.jodz1x7t.9.6723188dDuCGhk&viewtype=G,0
https://www.alibaba.com/catalogs/products/CID23190210?spm=a272h.12388697.jodz1x7t.10.6723188dDuCGhk&viewtype=G,0
https://www.zalora.co.id,0
https://www.zalora.co.id/women/semua-produk/?price=99000-188000&csa=cwthirtytwoallunderoneeighteight&csa=homepagebottombanner,1
https://www.zalora.co.id/men/pakaian/kemeja/?getSKU=CBD30AA0D5E140GS--8AFDCAA6C69374GS--GI012AA0WE5CID--03EA2AADC8FE78GS--75721AA7FA299CGS--26330AABCC4929GS--3C2A7AAAB47E26GS--3C77AAA54751F2GS--DB2FFAA34ED45BGS--ED594AAF8C7130GS--0413DAA520DB11GS--4AEFFAACEF3D7BGS--4FB22AAC94B684GS--382A1AAD440A55GS--7CCFBAA53B5D37GS--6A469AA91CADADGS--FAC1BAA1993E8EGS--673D2AA73F755BGS--E8E42AA5E1A5D0GS--F14F1AA8E31C3AGS--F04A6AAF352BA6GS--E94E8AA4D6E90CGS--AB8F0AA6DFF2C9GS--95B8AAA42CE2B7GS&price=99000-249000&csa=homepagebottombanner,1
https://www.zalora.co.id/women/special-price/tas/sling-bag/?csa=homepagebottombanner,1
https://www.zalora.co.id/women/?from=header,0
https://www.zalora.co.id/men/?from=header,0
https://www.zalora.co.id/kids/?from=header,0
https://www.zalora.co.id/kelebihan-belanja-online/#originalProducts,1
https://www.zalora.co.id/kelebihan-belanja-online/#fashionBrands,1
https://www.zalora.co.id/kelebihan-belanja-online/#freeReturn,1
https://www.zalora.co.id/zalora-now/?csa=uspblock,1
https://www.zalora.co.id/women/all-products/?cmpgn_four=batik25&vc_applicable=true,1
https://www.zalora.co.id/women/all-products/?cmpgn_four=fragrance&csa=cwthirtythreefragranceuptofifty,1
https://www.zalora.co.id/women/sepatu/special-price/?price=0-299000&csa=cwthirtythreefootwearundertwoninenine,1
https://www.zalora.co.id/women/special-price/pakaian/atasan/?category_id=22--2875&getSKU=DEE16AA9789088GS--14F56AAD3972B6GS--E26C2AA99CDC34GS--270E8AACA032B5GS--58260AA5A6F316GS--68D64AA003E5A2GS--696EBAAFAD3776GS--C65C7AAE1A8E23GS--68501AA2557D2DGS--5D942AA0B21757GS--76C7AAA106C8F2GS--8A624AA483C240GS--31A18AAFB66A1BGS--9B28FAAFFC3FFEGS--2F5FFAA569B599GS--CD65DAAAB66F49GS--112E8AAD429579GS--627B0AAF8F3015GS--E7F86AA5F711C0GS--65C79AA1A48661GS--62AA6AAAE503A6GS--DE887AA0WEYBID--FBEB8AA52219A4GS--B6443AAD43808CGS&csa=cwthirtythreeblousetunicsuptosixty,1
https://www.zalora.co.id/women/zalora/?sort=discount&csa=cwthirtythreezalorauptoseventy,1
https://www.zalora.co.id/women/nike/?sort=discount&csa=cwthirtythreenikeuptothirty,0
